debate_id,turn_index,span_index,speaker,start,end,text,reason,reason_form,reason_frame,reason_domain,turn_char_len,turn_word_len,span_char_len,span_word_len,rel_start,rel_end,rel_len
20040930_bush_kerry,110,1,BUSH,117,262,He also said in December of 2003 that anyone who doubts that the world is safer without Saddam Hussein does not have the judgment to be president,,"['non-quantitative fact', 'temporal reference']",['speech attribution'],"['domestic politics', 'international relations']",1491,259,145,27,0.07847082494969819,0.17572099262240107,0.09725016767270288
20040930_bush_kerry,110,2,BUSH,747,834,"They passed the resolution that said, “Disclose, disarm, or face serious consequences.”",,['non-quantitative fact'],['behavioral attribution'],['nuclear armament'],1491,259,87,12,0.5010060362173038,0.5593561368209256,0.05835010060362173
20040930_bush_kerry,110,3,BUSH,908,952,Saddam Hussein had no intention of disarming,,['non-quantitative fact'],['stance'],['nuclear armament'],1491,259,44,7,0.6089872568745808,0.6384976525821596,0.029510395707578806
20040930_bush_kerry,110,4,BUSH,969,1019,He had 16 other resolutions and nothing took place,,['quantitative precise'],['behavioral attribution'],[],1491,259,50,9,0.6498993963782697,0.6834339369550637,0.0335345405767941
20040930_bush_kerry,110,5,BUSH,1097,1143,he was systematically deceiving the inspectors,,['non-quantitative fact'],['conspiracy'],[],1491,259,46,6,0.7357478202548625,0.7665995975855131,0.03085177733065057
20040930_bush_kerry,111,0,BUSH,603,666,Seventy-five percent of his people have been brought to justice,,['quantitative precise'],[],['justice'],1860,342,63,10,0.3241935483870968,0.3580645161290323,0.03387096774193549
20040930_bush_kerry,111,1,BUSH,681,762,"the mastermind of the September 11th attacks, Khalid Sheik Mohammed, is in prison",,['non-quantitative fact'],[],"['terrorism', 'justice']",1860,342,81,13,0.36612903225806454,0.4096774193548387,0.043548387096774194
20040930_bush_kerry,111,2,BUSH,877,958,we’re helping them there to bring — to bring Al Qaida affiliates to justice there,,['non-quantitative fact'],['behavioral attribution'],"['international relations', 'terrorism', 'justice']",1860,342,81,15,0.471505376344086,0.5150537634408602,0.043548387096774194
20040930_bush_kerry,111,3,BUSH,1314,1368,I had the honor of visiting with Prime Minister Allawi,,['non-quantitative fact'],['behavioral attribution'],['international relations'],1860,342,54,10,0.7064516129032258,0.7354838709677419,0.02903225806451613
20040930_bush_kerry,112,0,KERRY,71,161,Iraq was not even close to the center of the war on terror before the president invaded it,,"['non-quantitative fact', 'temporal reference']",['behavioral attribution'],"['war/conflict', 'terrorism']",1451,270,90,18,0.04893177119228118,0.11095796002756719,0.06202618883528601
20040930_bush_kerry,112,1,KERRY,163,338,The president made the judgment to divert forces from under General Tommy Franks from Afghanistan before the Congress even approved it to begin to prepare to go to war in Iraq,,['non-quantitative fact'],['behavioral attribution'],"['domestic politics', 'defense/military', 'war/conflict']",1451,270,175,31,0.11233631977946244,0.23294279807029636,0.1206064782908339
20040930_bush_kerry,112,2,KERRY,681,780,where they’re going out on the Internet to get the state-of-the-art body gear to send to their kids,,['non-quantitative fact'],['anecdote'],"['defense/military', 'war/conflict']",1451,270,99,18,0.4693314955203308,0.5375603032391454,0.06822880771881461
20040930_bush_kerry,112,3,KERRY,858,921,"10,000 out of 12,000 Humvees that are over there aren’t armored",,['quantitative precise'],[],"['defense/military', 'war/conflict']",1451,270,63,11,0.5913163335630599,0.6347346657477602,0.043418332184700204
20040930_bush_kerry,112,4,KERRY,1006,1034,they don’t have the armament,,['non-quantitative fact'],[],['defense/military'],1451,270,28,5,0.6933149552033081,0.7126119917298415,0.019297036526533425
20040930_bush_kerry,112,5,KERRY,1152,1276,More soldiers killed in June than before. More in July than June. More in August than July. More in September than in August,,"['comparison', 'temporal reference', 'trend/change']",[],"['defense/military', 'war/conflict']",1451,270,124,23,0.7939352170916609,0.8793935217091661,0.08545830461750517
20040930_bush_kerry,112,6,KERRY,1316,1380,weapons of mass destruction crossing the border every single day,,['non-quantitative fact'],[],"['international relations', 'nuclear armament']",1451,270,64,10,0.906960716747071,0.9510682288077188,0.04410751206064783
20040930_bush_kerry,114,0,BUSH,75,182,he voted to authorize the use of force and now says it’s the wrong war at the wrong time at the wrong place,,['non-quantitative fact'],"['speech attribution', 'behavioral attribution', 'stance']",['war/conflict'],529,105,107,23,0.14177693761814744,0.3440453686200378,0.20226843100189035
20040930_bush_kerry,114,1,BUSH,248,290,"you say wrong war, wrong time, wrong place",,['non-quantitative fact'],['speech attribution'],['war/conflict'],529,105,42,8,0.46880907372400754,0.5482041587901701,0.07939508506616257
20040930_bush_kerry,116,0,KERRY,147,224,$500 million going over to Iraq to put police officers in the streets of Iraq,,['quantitative precise'],[],"['defense/military', 'justice']",2087,383,77,15,0.07043603258265453,0.1073310972688069,0.03689506468615237
20040930_bush_kerry,116,1,KERRY,230,282,the president is cutting the COPS program in America,,['non-quantitative fact'],"['behavioral attribution', 'stance']",[],2087,383,52,9,0.11020603737422137,0.1351221849544801,0.024916147580258743
20040930_bush_kerry,116,2,KERRY,324,364,sending money to open firehouses in Iraq,,['non-quantitative fact'],[],[],2087,383,40,7,0.1552467656923814,0.17441303306181122,0.019166267369429803
20040930_bush_kerry,116,3,KERRY,370,440,we’re shutting firehouses who are the first-responders here in America,,['non-quantitative fact'],[],[],2087,383,70,10,0.1772879731672257,0.21082894106372785,0.033540967896502155
20040930_bush_kerry,116,4,KERRY,442,580,"The president hasn’t put one nickel, not one nickel into the effort to fix some of our tunnels and bridges and most exposed subway systems",,['non-quantitative fact'],['behavioral attribution'],[],2087,383,138,25,0.21178725443219934,0.27791087685673216,0.06612362242453282
20040930_bush_kerry,116,5,KERRY,593,679,they had to close down the subway in New York when the Republican Convention was there,,['non-quantitative fact'],[],['domestic politics'],2087,383,86,16,0.2841399137517968,0.32534738859607093,0.041207474844274075
20040930_bush_kerry,116,6,KERRY,744,839,"95 percent of the containers that come into the ports, right here in Florida, are not inspected",,['quantitative precise'],[],"['international relations', 'defense/military']",2087,383,95,17,0.35649257307139437,0.4020124580737901,0.04551988500239578
20040930_bush_kerry,116,7,KERRY,904,933,the cargo hold is not X-rayed,,['non-quantitative fact'],[],['defense/military'],2087,383,29,6,0.43315764254911354,0.4470531863919502,0.013895543842836608
20040930_bush_kerry,116,8,KERRY,977,1112,This president thought it was more important to give the wealthiest people in America a tax cut rather than invest in homeland security,,['non-quantitative fact'],"['behavioral attribution', 'stance']","['economy', 'defense/military']",2087,383,135,23,0.46813608049832295,0.5328222328701485,0.06468615237182558
20040930_bush_kerry,116,9,KERRY,1342,1384,we’re not cutting COPS programs in America,,['non-quantitative fact'],[],['justice'],2087,383,42,7,0.6430282702443699,0.6631528509822712,0.020124580737901295
20040930_bush_kerry,116,10,KERRY,1689,1764,the loose nuclear materials in the world that are able to get to terrorists,,['non-quantitative fact'],[],"['nuclear armament', 'terrorism']",2087,383,75,14,0.8092956396741735,0.8452323909918543,0.035936751317680884
20040930_bush_kerry,116,11,KERRY,1869,1993,"at the current pace, the president will not secure the loose material in the Soviet Union — former Soviet Union for 13 years",,"['forecast', 'temporal reference']",['behavioral attribution'],"['international relations', 'nuclear armament']",2087,383,124,23,0.8955438428366076,0.9549592716818399,0.05941542884523239
20040930_bush_kerry,117,0,BUSH,139,246,My administration has tripled the amount of money we’re spending on homeland security to $30 billion a year,,"['quantitative precise', 'trend/change']",['behavioral attribution'],"['domestic politics', 'defense/military']",1312,235,107,18,0.10594512195121951,0.1875,0.08155487804878049
20040930_bush_kerry,117,1,BUSH,248,336,My administration worked with the Congress to create the Department of Homeland Security,,['non-quantitative fact'],['behavioral attribution'],"['domestic politics', 'defense/military']",1312,235,88,13,0.18902439024390244,0.25609756097560976,0.06707317073170732
20040930_bush_kerry,117,2,BUSH,390,448,"We’ve got 1,000 extra border patrol on the southern border",,['quantitative precise'],[],['immigration'],1312,235,58,10,0.2972560975609756,0.34146341463414637,0.04420731707317073
20040930_bush_kerry,117,3,BUSH,516,571,"We spent $3.1 billion for fire and police, $3.1 billion",,['quantitative precise'],['behavioral attribution'],['justice'],1312,235,55,10,0.3932926829268293,0.43521341463414637,0.041920731707317076
20040930_bush_kerry,117,4,BUSH,1157,1214,which enables our law enforcement to disrupt terror cells,,['non-quantitative fact'],[],"['terrorism', 'justice']",1312,235,57,9,0.881859756097561,0.9253048780487805,0.04344512195121951
20040930_bush_kerry,118,0,KERRY,114,166,"there are over 100,000 hours of tapes, unlistened to",,['quantitative approximate'],[],[],414,77,52,9,0.2753623188405797,0.40096618357487923,0.12560386473429952
20040930_bush_kerry,120,0,BUSH,151,246,"We’ve got 100,000 trained now, 125,000 by the end of this year, 200,000 by the end of next year",,['quantitative precise'],[],['defense/military'],1889,364,95,19,0.0799364743250397,0.13022763366860773,0.05029115934356802
20040930_bush_kerry,120,1,BUSH,1159,1255,"My opponent at one time said, “Well, get me elected, I’ll have them out of there in six months.”",,['non-quantitative fact'],['speech attribution'],['war/conflict'],1889,364,96,19,0.6135521439915299,0.6643726839597671,0.05082053996823716
20040930_bush_kerry,121,0,KERRY,520,591,"the president’s father did not go into Iraq, into Baghdad, beyond Basra",,['non-quantitative fact'],['behavioral attribution'],"['international relations', 'war/conflict']",1491,274,71,12,0.3487592219986586,0.3963782696177062,0.047619047619047616
20040930_bush_kerry,121,1,KERRY,597,696,"the reason he didn’t is, he said — he wrote in his book — because there was no viable exit strategy",,['causation'],['speech attribution'],[],1491,274,99,21,0.40040241448692154,0.46680080482897385,0.06639839034205232
20040930_bush_kerry,121,2,KERRY,854,943,The only building that was guarded when the troops went into Baghdad was the oil ministry,,['non-quantitative fact'],[],"['energy', 'war/conflict']",1491,274,89,16,0.5727699530516432,0.6324614352783366,0.059691482226693494
20040930_bush_kerry,121,3,KERRY,945,983,We didn’t guard the nuclear facilities,,['non-quantitative fact'],['behavioral attribution'],"['defense/military', 'nuclear armament']",1491,274,38,6,0.6338028169014085,0.6592890677397719,0.025486250838363516
20040930_bush_kerry,121,4,KERRY,985,1019,We didn’t guard the foreign office,,['non-quantitative fact'],['behavioral attribution'],"['international relations', 'defense/military']",1491,274,34,6,0.6606304493628438,0.6834339369550637,0.022803487592219986
20040930_bush_kerry,121,5,KERRY,1095,1122,We didn’t guard the borders,,['non-quantitative fact'],['behavioral attribution'],"['international relations', 'defense/military']",1491,274,27,5,0.7344064386317908,0.7525150905432596,0.018108651911468814
20040930_bush_kerry,123,0,BUSH,284,435,"he voted against the $87-billion supplemental to provide equipment for our troops, and then said he actually did vote for it before he voted against it",,"['quantitative precise', 'non-quantitative fact']","['behavioral attribution', 'stance']",['defense/military'],506,96,151,26,0.5612648221343873,0.8596837944664032,0.2984189723320158
20040930_bush_kerry,125,0,KERRY,182,234,"from the beginning, I did vote to give the authority",,['non-quantitative fact'],"['behavioral attribution', 'stance']",[],2085,371,52,10,0.08729016786570744,0.11223021582733812,0.024940047961630695
20040930_bush_kerry,125,1,KERRY,440,477,"the president, in fact, promised them",,['non-quantitative fact'],['behavioral attribution'],[],2085,371,37,6,0.21103117505995203,0.22877697841726619,0.017745803357314148
20040930_bush_kerry,125,2,KERRY,479,654,"He went to Cincinnati and he gave a speech in which he said, “We will plan carefully. We will proceed cautiously. We will not make war inevitable. We will go with our allies.”",,['non-quantitative fact'],['speech attribution'],['war/conflict'],2085,371,175,33,0.22973621103117506,0.31366906474820144,0.08393285371702638
20040930_bush_kerry,125,3,KERRY,847,948,"General Shinsheki, the Army chief of staff, said you’re going to need several hundred thousand troops",,['quantitative approximate'],['speech attribution'],['defense/military'],2085,371,101,16,0.4062350119904077,0.4546762589928058,0.04844124700239808
20040930_bush_kerry,125,4,KERRY,979,995,they retired him,,['non-quantitative fact'],['behavioral attribution'],[],2085,371,16,3,0.46954436450839326,0.47721822541966424,0.007673860911270983
20040930_bush_kerry,125,5,KERRY,997,1192,"The terrorism czar, who has worked for every president since Ronald Reagan, said, “Invading Iraq in response to 9/11 would be like Franklin Roosevelt invading Mexico in response to Pearl Harbor.”",,['non-quantitative fact'],['speech attribution'],"['domestic politics', 'war/conflict', 'terrorism']",2085,371,195,31,0.47817745803357314,0.5717026378896882,0.09352517985611511
20040930_bush_kerry,125,6,KERRY,1557,1623,this president hasn’t even held the kind of statesman-like summits,,['non-quantitative fact'],['behavioral attribution'],['international relations'],2085,371,66,10,0.7467625899280576,0.7784172661870503,0.031654676258992806
20040930_bush_kerry,125,7,KERRY,1744,1852,"When the Secretary General Kofi Annan offered the United Nations, he said, “No, no, we’ll go do this alone.”",,['non-quantitative fact'],"['speech attribution', 'behavioral attribution']",['international relations'],2085,371,108,19,0.8364508393285371,0.8882494004796163,0.051798561151079135
20040930_bush_kerry,125,8,KERRY,1900,2050,"they actually issued a memorandum from the Defense Department saying, “If you weren’t with us in the war, don’t bother applying for any construction.”",,['non-quantitative fact'],"['speech attribution', 'behavioral attribution']",['defense/military'],2085,371,150,24,0.9112709832134293,0.9832134292565947,0.07194244604316546
20040930_bush_kerry,126,0,BUSH,34,57,the U.N. was invited in,,['non-quantitative fact'],[],['international relations'],1561,289,23,5,0.021780909673286355,0.03651505445227418,0.014734144778987828
20040930_bush_kerry,126,1,BUSH,98,146,They pulled out after Sergio de Mello got killed,,['non-quantitative fact'],['behavioral attribution'],"['international relations', 'terrorism']",1561,289,48,9,0.06278026905829596,0.09352978859705317,0.03074951953875721
20040930_bush_kerry,126,2,BUSH,152,194,they’re now back in helping with elections,,['non-quantitative fact'],['behavioral attribution'],[],1561,289,42,7,0.09737347853939782,0.12427930813581038,0.026905829596412557
20040930_bush_kerry,126,3,BUSH,196,250,My opponent says we didn’t have any allies in this war,,['non-quantitative fact'],['speech attribution'],"['international relations', 'war/conflict']",1561,289,54,11,0.12556053811659193,0.1601537475976938,0.03459320948110186
20040930_bush_kerry,126,4,BUSH,374,472,you denigrate the contributions of those who are serving side by side with American troops in Iraq,,['non-quantitative fact'],['speech attribution'],"['international relations', 'war/conflict']",1561,289,98,17,0.2395900064061499,0.3023702754644459,0.06278026905829596
20040930_bush_kerry,126,5,BUSH,917,988,"who says, “This is the wrong war at the wrong place at the wrong time.”",,['non-quantitative fact'],['speech attribution'],['war/conflict'],1561,289,71,15,0.5874439461883408,0.6329276105060858,0.04548366431774504
20040930_bush_kerry,126,6,BUSH,1026,1093,who says this is the wrong war at the wrong place at the wrong time,,['non-quantitative fact'],['speech attribution'],['war/conflict'],1561,289,67,15,0.6572709801409353,0.7001921844971173,0.042921204356181936
20040930_bush_kerry,126,7,BUSH,1255,1283,there are summits being held,,['non-quantitative fact'],[],['international relations'],1561,289,28,5,0.8039718129404229,0.8219090326713645,0.017937219730941704
20040930_bush_kerry,126,8,BUSH,1285,1352,Japan is going to have a summit for the donors; $14 billion pledged,,['quantitative precise'],['behavioral attribution'],['international relations'],1561,289,67,13,0.823190262652146,0.866111467008328,0.042921204356181936
20040930_bush_kerry,126,9,BUSH,1451,1516,"there’s going to be an Arab summit, of the neighborhood countries",,['non-quantitative fact'],[],['international relations'],1561,289,65,11,0.9295323510570147,0.9711723254324152,0.04163997437540039
20040930_bush_kerry,126,10,BUSH,1522,1560,Colin Powell helped set up that summit,,['non-quantitative fact'],['behavioral attribution'],['international relations'],1561,289,38,7,0.9750160153747598,0.9993593850096092,0.024343369634849454
20040930_bush_kerry,127,0,KERRY,20,62,Kofi Annan offered help after Baghdad fell,,['non-quantitative fact'],['behavioral attribution'],"['international relations', 'war/conflict']",358,59,42,7,0.055865921787709494,0.17318435754189945,0.11731843575418995
20040930_bush_kerry,127,1,KERRY,180,206,It was always American-run,,['non-quantitative fact'],[],[],358,59,26,4,0.5027932960893855,0.5754189944134078,0.07262569832402235
20040930_bush_kerry,127,2,KERRY,218,309,"when we went in, there were three countries: Great Britain, Australia and the United States",,['non-quantitative fact'],[],"['international relations', 'war/conflict']",358,59,91,15,0.6089385474860335,0.8631284916201117,0.2541899441340782
20040930_bush_kerry,128,0,BUSH,42,69,there’s 30 nations involved,,['quantitative precise'],[],['international relations'],508,87,27,4,0.08267716535433071,0.13582677165354332,0.0531496062992126
20040930_bush_kerry,128,1,BUSH,180,258,a candidate for president denigrates the contributions of these brave soldiers,,['non-quantitative fact'],['behavioral attribution'],"['domestic politics', 'defense/military']",508,87,78,11,0.3543307086614173,0.5078740157480315,0.15354330708661418
20040930_bush_kerry,129,0,BUSH,258,338,a lot of the Baathists and Saddam loyalists laid down their arms and disappeared,,['quantitative vague'],['behavioral attribution'],['war/conflict'],1710,322,80,14,0.15087719298245614,0.1976608187134503,0.04678362573099415
20040930_bush_kerry,129,1,BUSH,402,421,we’re fighting them,,['non-quantitative fact'],['behavioral attribution'],['war/conflict'],1710,322,19,3,0.23508771929824562,0.24619883040935672,0.011111111111111112
20040930_bush_kerry,129,2,BUSH,1083,1102,NATO is now helping,,['non-quantitative fact'],['behavioral attribution'],['international relations'],1710,322,19,4,0.6333333333333333,0.6444444444444445,0.011111111111111112
20040930_bush_kerry,129,3,BUSH,1104,1133,Jordan’s helping train police,,['non-quantitative fact'],['behavioral attribution'],"['international relations', 'justice']",1710,322,29,4,0.6456140350877193,0.6625730994152047,0.01695906432748538
20040930_bush_kerry,129,4,BUSH,1135,1162,UAE is helping train police,,['non-quantitative fact'],['behavioral attribution'],"['international relations', 'justice']",1710,322,27,5,0.6637426900584795,0.6795321637426901,0.015789473684210527
20040930_bush_kerry,129,5,BUSH,1164,1238,We’ve allocated $7 billion over the next months for reconstruction efforts,,['quantitative precise'],['behavioral attribution'],[],1710,322,74,11,0.6807017543859649,0.7239766081871345,0.04327485380116959
20040930_bush_kerry,129,6,BUSH,1325,1373,there’s going to be a summit of the Arab nations,,['non-quantitative fact'],[],['international relations'],1710,322,48,10,0.7748538011695907,0.8029239766081872,0.028070175438596492
20040930_bush_kerry,129,7,BUSH,1375,1405,Japan will be hosting a summit,,['non-quantitative fact'],[],['international relations'],1710,322,30,6,0.804093567251462,0.8216374269005848,0.017543859649122806
20040930_bush_kerry,129,8,BUSH,1534,1583,"where people get their hands cut off, or executed",,['non-quantitative fact'],[],['justice'],1710,322,49,9,0.8970760233918129,0.9257309941520467,0.02865497076023392
20040930_bush_kerry,130,0,KERRY,127,352,"what he has said is that, even knowing there were no weapons of mass destruction, even knowing there was no imminent threat, even knowing there was no connection with Al Qaida, he would still have done everything the same way",,['non-quantitative fact'],"['speech attribution', 'epistemic']","['nuclear armament', 'war/conflict', 'terrorism']",1434,268,225,40,0.08856345885634588,0.24546722454672246,0.15690376569037656
20040930_bush_kerry,130,1,KERRY,742,822,"the most troops any other country has on the ground is Great Britain, with 8,300",,"['quantitative precise', 'ranking']",[],"['defense/military', 'war/conflict']",1434,268,80,15,0.5174337517433751,0.5732217573221757,0.05578800557880056
20040930_bush_kerry,130,2,KERRY,828,870,"below that the four others are below 4,000",,"['quantitative approximate', 'ranking']",[],[],1434,268,42,8,0.5774058577405857,0.606694560669456,0.029288702928870293
20040930_bush_kerry,130,3,KERRY,876,927,"below that, there isn’t anybody out of the hundreds",,"['quantitative approximate', 'ranking']",[],[],1434,268,51,9,0.6108786610878661,0.6464435146443515,0.03556485355648536
20040930_bush_kerry,130,4,KERRY,1007,1151,"on the day that we went into that war and it started — it was principally the United States, the America and Great Britain and one or two others",,['non-quantitative fact'],[],"['international relations', 'war/conflict']",1434,268,144,29,0.702231520223152,0.802649930264993,0.100418410041841
20040930_bush_kerry,130,5,KERRY,1175,1238,we are 90 percent of the casualties and 90 percent of the costs,,['quantitative precise'],[],[],1434,268,63,13,0.8193863319386332,0.8633193863319386,0.043933054393305436
20040930_bush_kerry,130,6,KERRY,1255,1290,North Korea has got nuclear weapons,,['non-quantitative fact'],[],['nuclear armament'],1434,268,35,6,0.8751743375174338,0.899581589958159,0.024407252440725245
20040930_bush_kerry,130,7,KERRY,1319,1405,"The president is the one that said, “We can’t allow countries to get nuclear weapons.”",,['non-quantitative fact'],['speech attribution'],['nuclear armament'],1434,268,86,15,0.9198047419804742,0.9797768479776848,0.0599721059972106
20040930_bush_kerry,131,0,KERRY,254,347,"in his state of the union message, he told Congress about nuclear materials that didn’t exist",,['non-quantitative fact'],"['speech attribution', 'epistemic']","['domestic politics', 'nuclear armament']",2068,393,93,16,0.12282398452611218,0.16779497098646035,0.04497098646034816
20040930_bush_kerry,131,1,KERRY,362,423,he promised America that he was going to build this coalition,,['non-quantitative fact'],"['speech attribution', 'stance']",[],2068,393,61,11,0.17504835589941972,0.20454545454545456,0.029497098646034815
20040930_bush_kerry,131,2,KERRY,457,549,It is not the kind of coalition we were described when we were talking about voting for this,,['non-quantitative fact'],[],['domestic politics'],2068,393,92,18,0.22098646034816247,0.26547388781431336,0.04448742746615087
20040930_bush_kerry,131,3,KERRY,551,654,The president said he would exhaust the remedies of the United Nations and go through that full process,,['non-quantitative fact'],"['speech attribution', 'stance']",['international relations'],2068,393,103,18,0.2664410058027079,0.316247582205029,0.049806576402321084
20040930_bush_kerry,131,4,KERRY,667,680,He cut if off,,['non-quantitative fact'],['behavioral attribution'],[],2068,393,13,4,0.3225338491295938,0.3288201160541586,0.006286266924564797
20040930_bush_kerry,131,5,KERRY,931,966,when he said we will plan carefully,,['non-quantitative fact'],['speech attribution'],[],2068,393,35,7,0.45019342359767894,0.4671179883945841,0.016924564796905222
20040930_bush_kerry,131,6,KERRY,1021,1065,when he said we’d go to war as a last resort,,['non-quantitative fact'],['speech attribution'],['war/conflict'],2068,393,44,11,0.4937137330754352,0.5149903288201161,0.02127659574468085
20040930_bush_kerry,131,7,KERRY,1255,1379,"I’ve worked with those leaders the president talks about, I’ve worked with them for 20 years, for longer than this president",,['comparison'],['behavioral attribution'],['international relations'],2068,393,124,21,0.6068665377176016,0.6668278529980658,0.059961315280464215
20040930_bush_kerry,131,8,KERRY,1649,1766,Osama bin Laden uses the invasion of Iraq in order to go out to people and say that America has declared war on Islam,,['non-quantitative fact'],['behavioral attribution'],"['war/conflict', 'terrorism', 'religion']",2068,393,117,24,0.7973887814313346,0.8539651837524178,0.05657640232108317
20040930_bush_kerry,132,0,BUSH,418,472,when he called Iraq a grave threat in the fall of 2002,,"['non-quantitative fact', 'temporal reference']",['speech attribution'],['international relations'],1302,242,54,12,0.3210445468509985,0.36251920122887865,0.041474654377880185
20040930_bush_kerry,132,1,BUSH,506,573,when he said that it was right to disarm Iraq in the spring of 2003,,['temporal reference'],"['speech attribution', 'stance']",['nuclear armament'],1302,242,67,15,0.38863287250384027,0.4400921658986175,0.05145929339477726
20040930_bush_kerry,132,2,BUSH,603,756,"when he said that, you know, anyone who doubted whether the world was better off without Saddam Hussein in power didn’t have the judgment to be president",,['non-quantitative fact'],"['speech attribution', 'stance']","['domestic politics', 'international relations']",1302,242,153,27,0.4631336405529954,0.5806451612903226,0.1175115207373272
20040930_bush_kerry,132,3,BUSH,864,908,you keep changing your positions on this war,,['non-quantitative fact'],['stance'],['war/conflict'],1302,242,44,8,0.663594470046083,0.6973886328725039,0.03379416282642089
20040930_bush_kerry,132,4,BUSH,1250,1301,his decisions to support the authorization of force,,['non-quantitative fact'],['stance'],['war/conflict'],1302,242,51,8,0.9600614439324117,0.999231950844854,0.03917050691244239
20040930_bush_kerry,133,0,KERRY,20,47,when I said he was a threat,,['non-quantitative fact'],['speech attribution'],[],426,82,27,7,0.046948356807511735,0.11032863849765258,0.06338028169014084
20040930_bush_kerry,133,1,KERRY,121,192,when I said that he had made a mistake in not building strong alliances,,['non-quantitative fact'],['speech attribution'],['international relations'],426,82,71,14,0.284037558685446,0.4507042253521127,0.16666666666666666
20040930_bush_kerry,136,0,KERRY,175,217,when I came back from fighting in that war,,['non-quantitative fact'],['behavioral attribution'],"['war/conflict', 'personal life']",1443,283,42,9,0.12127512127512127,0.15038115038115038,0.029106029106029108
20040930_bush_kerry,136,1,KERRY,868,914,There’s only 25 percent of the people in there,,['quantitative precise'],[],[],1443,283,46,9,0.6015246015246015,0.6334026334026334,0.03187803187803188
20040930_bush_kerry,136,2,KERRY,1207,1244,which is four words: more of the same,"presented rhetorically (not actually four words, it's referring to the ""more of the same"" sarcastically), but plan can be checked if it's actually similar",['non-quantitative fact'],[],[],1443,283,37,8,0.8364518364518364,0.8620928620928621,0.02564102564102564
20040930_bush_kerry,137,0,BUSH,237,346,"you keep changing positions on the war on terror and say things like, “Well, this is just a grand diversion.”",,['non-quantitative fact'],"['speech attribution', 'stance']","['war/conflict', 'terrorism']",468,93,109,20,0.5064102564102564,0.7393162393162394,0.2329059829059829
20040930_bush_kerry,139,0,KERRY,136,187,I didn’t say I would bring troops out in six months,,['quantitative precise'],['speech attribution'],['war/conflict'],2075,390,51,11,0.0655421686746988,0.09012048192771084,0.02457831325301205
20040930_bush_kerry,139,1,KERRY,189,310,"I said, if we do the things that I’ve set out and we are successful, we could begin to draw the troops down in six months",,['quantitative precise'],['speech attribution'],['war/conflict'],2075,390,121,26,0.0910843373493976,0.1493975903614458,0.05831325301204819
20040930_bush_kerry,139,2,KERRY,501,548,we’re building some 14 military bases there now,,['quantitative approximate'],['behavioral attribution'],['defense/military'],2075,390,47,8,0.24144578313253012,0.2640963855421687,0.022650602409638555
20040930_bush_kerry,139,3,KERRY,618,649,When you guard the oil ministry,,['non-quantitative fact'],['behavioral attribution'],"['energy', 'defense/military']",2075,390,31,6,0.2978313253012048,0.3127710843373494,0.014939759036144579
20040930_bush_kerry,139,4,KERRY,655,693,you don’t guard the nuclear facilities,,['non-quantitative fact'],['behavioral attribution'],"['defense/military', 'nuclear armament']",2075,390,38,6,0.3156626506024096,0.33397590361445784,0.018313253012048194
20040930_bush_kerry,139,5,KERRY,1006,1031,back off of the Fallujahs,,['non-quantitative fact'],[],['war/conflict'],2075,390,25,5,0.48481927710843375,0.4968674698795181,0.012048192771084338
20040930_bush_kerry,139,6,KERRY,1313,1385,The United States of America has no long-term designs on staying in Iraq,,['non-quantitative fact'],[],"['international relations', 'war/conflict']",2075,390,72,13,0.6327710843373494,0.6674698795180722,0.03469879518072289
20040930_bush_kerry,139,7,KERRY,1710,1772,the administration has admitted they haven’t done the training,,['non-quantitative fact'],['speech attribution'],[],2075,390,62,9,0.8240963855421687,0.8539759036144579,0.029879518072289158
20040930_bush_kerry,139,8,KERRY,1782,1876,they came back to Congress a few weeks ago and asked for a complete reprogramming of the money,,['non-quantitative fact'],['behavioral attribution'],['domestic politics'],2075,390,94,18,0.8587951807228915,0.9040963855421686,0.04530120481927711
20040930_bush_kerry,140,0,BUSH,0,77,"There are 100,000 troops trained, police, guard, special units, border patrol",,['quantitative precise'],[],"['defense/military', 'immigration', 'justice']",1322,237,77,11,0.0,0.058245083207261725,0.058245083207261725
20040930_bush_kerry,140,1,BUSH,79,138,"There’s going to be 125,000 trained by the end of this year",,"['quantitative precise', 'forecast', 'temporal reference']",[],[],1322,237,59,12,0.059757942511346446,0.1043872919818457,0.04462934947049924
20040930_bush_kerry,140,2,BUSH,459,550,"When he came, after giving a speech to the Congress, my opponent questioned his credibility",,['non-quantitative fact'],['behavioral attribution'],['domestic politics'],1322,237,91,15,0.3472012102874433,0.41603630862329805,0.06883509833585477
20040930_bush_kerry,140,3,BUSH,599,641,you’ve criticized the brave leader of Iraq,,['non-quantitative fact'],['speech attribution'],['international relations'],1322,237,42,7,0.45310136157337366,0.4848714069591528,0.03177004538577912
20040930_bush_kerry,140,4,BUSH,643,722,One of his campaign people alleged that Prime Minister Allawi was like a puppet,,['non-quantitative fact'],['speech attribution'],"['domestic politics', 'international relations']",1322,237,79,14,0.4863842662632375,0.546142208774584,0.059757942511346446
20040930_bush_kerry,141,0,KERRY,248,298,he said the terrorists are pouring over the border,,['non-quantitative fact'],['speech attribution'],['terrorism'],518,93,50,9,0.47876447876447875,0.5752895752895753,0.09652509652509653
