debate_id,speaker,text,check_worthy,spans,error
20200929_trump_biden,TRUMP,And they've also said the opposite. They've also said-,False,[],
20200929_trump_biden,BIDEN,No serious person has said the opposite. No serious person.,False,[],
20200929_trump_biden,WALLACE,Okay. I want to ask you-,False,[],
20200929_trump_biden,TRUMP,Dr. Fauci. Dr. Fauci said the opposite.,False,[],
20200929_trump_biden,BIDEN,He did not say the opposite.,False,[],
20200929_trump_biden,WALLACE,"I want to ask you, we've got a little than a minute left in this segment.",False,[],
20200929_trump_biden,TRUMP,"He said very strongly, ""Masks are not good."" Then he changed his mind. He said, ""Masks are good.""",False,[],
20200929_trump_biden,WALLACE,I want to ask-,False,[],
20200929_trump_biden,TRUMP,I'm okay with masks. I'm not fighting masks.,True,"[{""start"": 21, ""end"": 43, ""text"": ""I'm not fighting masks"", ""reason_text"": """", ""reason_choices"": [""stance/support""]}]",
20200929_trump_biden,WALLACE,"I want to ask you both about one last subject because your different approaches has even affected the way that you have campaigned. President Trump, you're holding large rallies with crowds packed together, thousands of people.",True,"[{""start"": 149, ""end"": 226, ""text"": ""you're holding large rallies with crowds packed together, thousands of people"", ""reason_text"": """", ""reason_choices"": [""other""]}]",
20200929_trump_biden,TRUMP,Outside.,False,[],
20200929_trump_biden,WALLACE,"Outside. Yes, sir. Agreed. Vice President Biden, you are holding much smaller events with-",False,[],
20200929_trump_biden,TRUMP,Because nobody will show up.,False,[],
20200929_trump_biden,WALLACE,... people with masks.,False,[],
20200929_trump_biden,TRUMP,"Well, it's true. Nobody shows up to his rallies.",False,[],
20200929_trump_biden,WALLACE,"All right. In any case, why you holding the big rallies? Why you not? You go first, sir.",False,[],
20200929_trump_biden,TRUMP,Because people want to hear what I have to say. I mean-,False,[],
20200929_trump_biden,WALLACE,But are not worried about us spreading disease?,False,[],
20200929_trump_biden,TRUMP,"... I'm doing my job as a president, and I'll have 25, 35,000 people show up at airports. We use airports and hangers and we have a lot of people-",True,"[{""start"": 55, ""end"": 76, ""text"": ""35,000 people show up"", ""reason_text"": """", ""reason_choices"": [""numerical absolute""]}]",
20200929_trump_biden,WALLACE,"Are you not worried about the disease issues, sir?",False,[],
20200929_trump_biden,TRUMP,"Well, so far we have had no problem whatsoever. It's outside. That's a big difference according to the experts. We do them outside, we have tremendous crowds, as you see, and literally on 24 hours notice. And Joe does the circles and has three people someplace.",True,"[{""start"": 13, ""end"": 46, ""text"": ""we have had no problem whatsoever"", ""reason_text"": """", ""reason_choices"": [""other""]}, {""start"": 62, ""end"": 85, ""text"": ""That's a big difference"", ""reason_text"": """", ""reason_choices"": [""vague quantitative""]}]",
20200929_trump_biden,BIDEN,"By the way, did you see one of the last big rallies he had? A reporter came up to him to ask him a question, he said, ""No, no, no. Stand back, put on your mask, put on a mask. Have you been tested? I'm way far away from those other people."" That's what he said, ""I'm going to be okay."" He's not worried about you. He's not worried about the people out there [crosstalk].",False,[],
20200929_trump_biden,TRUMP,We've had no negative effect.,True,"[{""start"": 0, ""end"": 28, ""text"": ""We've had no negative effect"", ""reason_text"": """", ""reason_choices"": [""other""]}]",
20200929_trump_biden,BIDEN,No negative effect. Come on.,False,[],
20200929_trump_biden,TRUMP,"We've had no negative effect, and we've had 35, 40,000 people at these rallies.",True,"[{""start"": 0, ""end"": 28, ""text"": ""We've had no negative effect"", ""reason_text"": """", ""reason_choices"": [""other""]}, {""start"": 34, ""end"": 78, ""text"": ""we've had 35, 40,000 people at these rallies"", ""reason_text"": """", ""reason_choices"": [""numerical absolute""]}]",
20200929_trump_biden,WALLACE,All right. Do you want to just quickly finish up? Because I want to move on to our next-,False,[],
20200929_trump_biden,BIDEN,"Yes, I would. He's been totally irresponsible the way in which he has handled the social distancing and people wearing masks, basically encouraged them not to. He's a fool on this.",True,"[{""start"": 136, ""end"": 158, ""text"": ""encouraged them not to"", ""reason_text"": """", ""reason_choices"": [""stance/support""]}]",
20200929_trump_biden,TRUMP,"If you could get the crowds, you would have done the same thing. But you can't. Nobody cares.",False,[],
20200929_trump_biden,WALLACE,"Gentlemen, can we move on to the-",False,[],
20200929_trump_biden,TRUMP,No cares.,False,[],
20200929_trump_biden,WALLACE,"Gentlemen, can we move on to the economy?",False,[],
20200929_trump_biden,TRUMP,Yes.,False,[],
20200929_trump_biden,WALLACE,"The economy is, I think it's fair to say, recovering faster than expected from the shutdown-",False,[],
20200929_trump_biden,TRUMP,Much faster.,False,[],
20200929_trump_biden,WALLACE,"... in the second quarter. The unemployment rate fell to 8.4% last month. The Federal Reserve says the hit to growth, which is going to be there, is not going to be nearly as big as they had expected. President Trump, you say we are in a V-shaped recovery. Vice President Biden, you say it's more of a K-shape. What difference does that mean to the American people in terms of the economy? President Trump, in this segment you go first.",True,"[{""start"": 27, ""end"": 72, ""text"": ""The unemployment rate fell to 8.4% last month"", ""reason_text"": """", ""reason_choices"": [""statistical""]}]",
20200929_trump_biden,TRUMP,"So we built the greatest economy in history. We closed it down because of the China plague. When the plague came in, we closed it down, which was very hard psychologically to do. He didn't think we should close it down and he was wrong. Again, two million people would be dead now instead of... Still, 204,000 people is too much. One person is too much. Should have never happened from China. But what happened is we closed it down and now we're reopening and we're doing record business. We had 10.4 million people in a four month period that we've put back into the workforce. That's a record the likes of which nobody's ever seen before. And he wants to close down the... He will shut it down again. He will destroy this country.",True,"[{""start"": 3, ""end"": 43, ""text"": ""we built the greatest economy in history"", ""reason_text"": """", ""reason_choices"": [""ranking""]}, {""start"": 460, ""end"": 487, ""text"": ""we're doing record business"", ""reason_text"": """", ""reason_choices"": [""ranking""]}, {""start"": 496, ""end"": 577, ""text"": ""10.4 million people in a four month period that we've put back into the workforce"", ""reason_text"": """", ""reason_choices"": [""numerical absolute""]}, {""start"": 586, ""end"": 639, ""text"": ""a record the likes of which nobody's ever seen before"", ""reason_text"": """", ""reason_choices"": [""ranking""]}]",
20200929_trump_biden,TRUMP,"A lot of people, between drugs and alcohol and depression, when you start shutting it down, you take a look at what's happening at some of your Democrat-run states where they have these tough shutdowns. And I'm telling you it's because they don't want to open it. One of them came out last week, you saw that, ""Oh, we're going to open up on November 9th."" Why November 9th? Because it's after the election. They think they're hurting us by keeping them closed. They're hurting people. People know what to do. They can social distance. They can wash their hands, they can wear masks. They can do whatever they want, but they got to open these states up.",True,"[{""start"": 374, ""end"": 405, ""text"": ""Because it's after the election"", ""reason_text"": """", ""reason_choices"": [""conspiratorial"", ""political""]}]",
20200929_trump_biden,TRUMP,"When you look at North Carolina, when you look, and these governors are under siege, Pennsylvania, Michigan, and a couple of others, you got to open these states up. It's not fair. You're talking about almost it's like being in prison. And you look at what's going on with divorce, look at what's going on with alcoholism and drugs. It's a very, very sad thing. And he'll close down the whole country. This guy will close down the whole country and destroy our country. Our country is coming back incredibly well, setting records as it does it. We don't need somebody to come in and say, ""Let's shut it down.""",False,[],
20200929_trump_biden,WALLACE,"All right. Your two minutes, sir. We're now moved to you. As I said, posing the question, the president says it's a V-shape recovery, you say it's a K-shaped recovery. What's the difference?",False,[],
20200929_trump_biden,BIDEN,"The difference is millionaires and billionaires like him in the middle of the COVID crisis have done very well. Billionaires have made another $300 billion because of his profligate tax proposal, and he only focused on the market. But you folks at home, you folks living in Scranton and Claymont and all the small towns and working class towns in America, how well are you doing? This guy paid a total of $750 in taxes.",True,"[{""start"": 112, ""end"": 194, ""text"": ""Billionaires have made another $300 billion because of his profligate tax proposal"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""economic"", ""political""]}, {""start"": 380, ""end"": 418, ""text"": ""This guy paid a total of $750 in taxes"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""economic""]}]",
20200929_trump_biden,TRUMP,That's wrong.,False,[],
20200929_trump_biden,WALLACE,"Sir, wait. No. Sir-",False,[],
20200929_trump_biden,TRUMP,[crosstalk].,False,[],
20200929_trump_biden,WALLACE,"Yeah, I understand. You've agreed to the two minutes, so please let him have it.",False,[],
20200929_trump_biden,BIDEN,"Do I get my time back? The fact is that he has in fact, worked on this in a way that he's going to be the first president of the United States to leave office, having fewer jobs in his administration than when he became president. Fewer jobs than when he became president. First one in American history.",True,"[{""start"": 85, ""end"": 229, ""text"": ""he's going to be the first president of the United States to leave office, having fewer jobs in his administration than when he became president"", ""reason_text"": """", ""reason_choices"": [""ranking"", ""economic""]}]",
20200929_trump_biden,BIDEN,"Secondly, the people who have lost their jobs are those people who have been on the front lines. Those people who have been saving our lives, those people who have been out there dying. People who've been putting themselves in the way to make sure that we could all try to make it. And the idea that he is insisting that we go forward and open when you have almost half the states in America with a significant increase in COVID deaths and COVID cases in the United States of America, and he wants to open it up more. Why is he want to open it up? Why does he take care of the... You can't fix the economy until you fix the COVID crisis. And he has no intention of doing anything about making it better for you all at home in terms of your health and your safety.",True,"[{""start"": 358, ""end"": 451, ""text"": ""almost half the states in America with a significant increase in COVID deaths and COVID cases"", ""reason_text"": """", ""reason_choices"": [""vague quantitative"", ""comparative/temporal"", ""medical""]}]",
20200929_trump_biden,BIDEN,"Schools. Why aren't schools open? Because it costs a lot of money to open them safely. They were going to give, his Administration going to give the teachers and school students masks, and then they decided no, couldn't do that because it's not a national emergency. Not a national emergency. They've done nothing to help small businesses. Nothing. They're closing. One in six is now gone. He ought to get on the job and take care of the needs of the American people so we can open safely.",True,"[{""start"": 42, ""end"": 85, ""text"": ""it costs a lot of money to open them safely"", ""reason_text"": """", ""reason_choices"": [""causation"", ""economic""]}, {""start"": 194, ""end"": 265, ""text"": ""they decided no, couldn't do that because it's not a national emergency"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""stance/support"", ""political""]}, {""start"": 293, ""end"": 338, ""text"": ""They've done nothing to help small businesses"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""economic""]}, {""start"": 366, ""end"": 388, ""text"": ""One in six is now gone"", ""reason_text"": """", ""reason_choices"": [""statistical""]}]",
20200929_trump_biden,WALLACE,"All right. Your time is up, sir. We are going to get to-",False,[],
20200929_trump_biden,TRUMP,I have to respond to that.,False,[],
20200929_trump_biden,WALLACE,"Well, you both had two minutes, sir.",False,[],
20200929_trump_biden,TRUMP,"Excuse me, he made a statement.",False,[],
20200929_trump_biden,WALLACE,And so did you.,False,[],
20200929_trump_biden,TRUMP,"No, people want their schools open. They don't want to be shut down. They don't want their state shut down. They want their restaurants. I look at New York. It's so sad what's happening in New York. It's almost like a ghost town, and I'm not sure it can ever recover what they've done to New York. People want their places open. They want to get back to their lives.",False,[],
20200929_trump_biden,BIDEN,People want to be safe.,False,[],
20200929_trump_biden,TRUMP,"They'll be careful, but they want their schools open.",False,[],
20200929_trump_biden,BIDEN,People want to be safe.,False,[],
20200929_trump_biden,TRUMP,"I'm the one that brought back football. By the way, I brought back Big Ten football. It was me and I'm very happy to do it-",False,[],
20200929_trump_biden,WALLACE,All right. Let's-,False,[],
20200929_trump_biden,TRUMP,... and people of Ohio are very proud of me. And you know how I found out? When [crosstalk].,False,[],
20200929_trump_biden,WALLACE,"Gentlemen, we're going to get to your economic plans going forward in a moment, but first, Mr. President, as you well know, there's a new report that in 2016, the year you were elected president, and 2017, your first year as president, that you paid $750 a year in federal income tax each of those years. I know that you pay a lot of other taxes, but I'm asking you this specific question. Is it true that you paid $750 in federal income taxes each of those two years?",True,"[{""start"": 150, ""end"": 303, ""text"": ""in 2016, the year you were elected president, and 2017, your first year as president, that you paid $750 a year in federal income tax each of those years"", ""reason_text"": """", ""reason_choices"": [""numerical absolute""]}]",
20200929_trump_biden,TRUMP,"I paid millions of dollars in taxes, millions of dollars of income tax. And let me just tell you, there was a story in one of the papers that paid-",True,"[{""start"": 0, ""end"": 35, ""text"": ""I paid millions of dollars in taxes"", ""reason_text"": """", ""reason_choices"": [""vague quantitative"", ""economic""]}]",
20200929_trump_biden,BIDEN,Show us your tax returns.,False,[],
20200929_trump_biden,TRUMP,"I paid $38 million one year, I paid $27 million one year.",True,"[{""start"": 0, ""end"": 27, ""text"": ""I paid $38 million one year"", ""reason_text"": """", ""reason_choices"": [""numerical absolute""]}, {""start"": 29, ""end"": 56, ""text"": ""I paid $27 million one year"", ""reason_text"": """", ""reason_choices"": [""numerical absolute""]}]",
20200929_trump_biden,BIDEN,Show us your tax returns.,False,[],
20200929_trump_biden,TRUMP,"You'll see it as soon as it's finished, you'll see it. You know, if you wanted to, go to the Board of Elections. There's 118 page or so report that says everything I have, every bank I have, I'm totally under leveraged because the assets are extremely good, and I built a great company.",True,"[{""start"": 113, ""end"": 170, ""text"": ""There's 118 page or so report that says everything I have"", ""reason_text"": """", ""reason_choices"": [""epistemic""]}]",
20200929_trump_biden,WALLACE,"Sir, I'm asking you a specific question, which is-",False,[],
20200929_trump_biden,TRUMP,But let me tell you-,False,[],
20200929_trump_biden,WALLACE,I understand all of that.,False,[],
20200929_trump_biden,BIDEN,Release your tax return.,False,[],
20200929_trump_biden,WALLACE,I understand all of that-,False,[],
20200929_trump_biden,TRUMP,Let me-,False,[],
20200929_trump_biden,WALLACE,"No, Mr. President, I'm asking you a question. Will you tell us how much you paid in federal income taxes in 2016 and 2017?",False,[],
20200929_trump_biden,TRUMP,Millions of dollars.,False,[],
20200929_trump_biden,WALLACE,You paid millions of dollars in-,False,[],
20200929_trump_biden,TRUMP,"Millions of dollars, yes.",False,[],
20200929_trump_biden,WALLACE,So not 750?,True,"[{""start"": 3, ""end"": 10, ""text"": ""not 750"", ""reason_text"": """", ""reason_choices"": [""numerical absolute""]}]",
20200929_trump_biden,TRUMP,Millions of dollars. And you'll get to see it. And you'll get to see it.,False,[],
20200929_trump_biden,BIDEN,When?,False,[],
20200929_trump_biden,TRUMP,But let me just tell you-,False,[],
20200929_trump_biden,BIDEN,In [crosstalk]?,False,[],
20200929_trump_biden,TRUMP,"Chris, let me just say something, that it was the tax laws. I don't want to pay tax. Before I came here, I was a private developer, I was a private business people. Like every other private person, unless they're stupid, they go through the laws, and that's what it is. He passed a tax bill that gave us all these privileges for depreciation and for tax credits. We build the building and we get tax credits, like the hotel on Pennsylvania Avenue. Which by the way, was given to me by the Obama Administration, if you can believe that. Now the man got fired right after that happened, but that's-",True,"[{""start"": 270, ""end"": 361, ""text"": ""He passed a tax bill that gave us all these privileges for depreciation and for tax credits"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""economic"", ""political""]}, {""start"": 466, ""end"": 509, ""text"": ""was given to me by the Obama Administration"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""other""]}]",
20200929_trump_biden,WALLACE,"Vice President Biden, you want to respond?",False,[],
20200929_trump_biden,BIDEN,"Yeah, I do want to respond. Look, the tax code that put him in a position that he pays less tax than on the money a school teacher makes is because of him... He says he's smart because he can take advantage of the tax code. And he does take advantage of the tax code. That's why I'm going to eliminate the Trump tax cuts. And I'm going to eliminate those tax cuts.",True,"[{""start"": 79, ""end"": 136, ""text"": ""he pays less tax than on the money a school teacher makes"", ""reason_text"": """", ""reason_choices"": [""comparative/temporal"", ""economic""]}, {""start"": 140, ""end"": 154, ""text"": ""because of him"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""causation""]}, {""start"": 228, ""end"": 266, ""text"": ""he does take advantage of the tax code"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""other""]}]",
20200929_trump_biden,TRUMP,That's okay.,False,[],
20200929_trump_biden,BIDEN,And make sure that we invest in the people who in fact need the help. People out there need help.,False,[],
20200929_trump_biden,TRUMP,But why didn't you do it over the last 25 years?,False,[],
20200929_trump_biden,BIDEN,Because you weren't president-,False,[],
20200929_trump_biden,TRUMP,Why didn't you do it over the last 25 years?,False,[],
20200929_trump_biden,BIDEN,Because you weren't president and screwing things up.,False,[],
20200929_trump_biden,TRUMP,You were a Senator and [crosstalk]-,False,[],
20200929_trump_biden,BIDEN,You're the worst president America has ever had. Come on.,False,[],
20200929_trump_biden,TRUMP,"Hey, Joe, let me just tell you, Joe. In 47 months, I've done more than you've done in 47 years, Joe. We've done things that you never even thought of doing.",False,[],
20200929_trump_biden,WALLACE,Okay. Gentlemen?,False,[],
20200929_trump_biden,TRUMP,"Including fixing the broken military that you gave me, including taking care of your debts.",True,"[{""start"": 65, ""end"": 90, ""text"": ""taking care of your debts"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""economic""]}]",
20200929_trump_biden,WALLACE,"Mr. President, we're talking about the economy. I'd like to ask you about your plans going forward because Mr. Vice President, your economic plan-",False,[],
20200929_trump_biden,TRUMP,He has none.,False,[],
20200929_trump_biden,WALLACE,"... if you were to be elected president focuses a lot on big government, big taxes, big spending. I want to focus first on the taxes. You propose more than $4 trillion over a decade in new taxes on individuals making more than $400,000 a year.",False,[],
20200929_trump_biden,WALLACE,"... on individuals making more than $400,000 a year and on corporations. President Trump says that that kind of an increase in taxes is going to hurt the economy as it's just coming out of a recession.",False,[],
20200929_trump_biden,BIDEN,"Well, just take a look at what is the analysis done by Wall Street firms, points out that my economic plan would create 7 million more jobs than his in four years, number one. And number two, it would create an additional $1 trillion in economic growth, because it would be about buying American. The federal government spends $600 billion a year on everything from ships, to steel, to buildings and the like. And under my proposal, we're going to make sure that every penny of that has to be made by a company-",True,"[{""start"": 297, ""end"": 395, ""text"": ""The federal government spends $600 billion a year on everything from ships, to steel, to buildings"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""economic""]}]",
20200929_trump_biden,WALLACE,"But respectfully, sir, I'm talking about taxes, not spending.",False,[],
20200929_trump_biden,BIDEN,"By the way, I'm going to eliminate a significant number of the taxes. I'm going to make the corporate tax 28%. It shouldn't be 21%. You have 91 companies federal, I mean, the fortune 500, who don't pay a single penny in tax making billions of dollars.",True,"[{""start"": 141, ""end"": 223, ""text"": ""91 companies federal, I mean, the fortune 500, who don't pay a single penny in tax"", ""reason_text"": """", ""reason_choices"": [""economic""]}]",
20200929_trump_biden,TRUMP,"Why didn't you do it before, when you were Vice-President with Obama?",False,[],
20200929_trump_biden,BIDEN,"Because you in fact passed that, that was your tax proposal.",False,[],
20200929_trump_biden,TRUMP,I got it done. And you know what happened?,False,[],
20200929_trump_biden,BIDEN,"Yeah, you got it done-",False,[],
20200929_trump_biden,TRUMP,Our economy boomed like it's never boomed before.,True,"[{""start"": 0, ""end"": 48, ""text"": ""Our economy boomed like it's never boomed before"", ""reason_text"": """", ""reason_choices"": [""ranking"", ""economic""]}]",
20200929_trump_biden,BIDEN,The economy-,False,[],
20200929_trump_biden,WALLACE,Mr. President-,False,[],
20200929_trump_biden,BIDEN,Let me finish.,False,[],
20200929_trump_biden,WALLACE,"Mr. President, let me pick up on that. You would continue your free market approach, lower taxes, more deregulation, correct?",False,[],
20200929_trump_biden,BIDEN,Not lower tax for the American people.,False,[],
20200929_trump_biden,WALLACE,But let me-,False,[],
20200929_trump_biden,TRUMP,Excuse me.,False,[],
20200929_trump_biden,WALLACE,"You talk about the economy booming. It turns out that in Obama's final three years as president more jobs were created, a million and a half more jobs, than in the first three years of your presidency.",True,"[{""start"": 54, ""end"": 200, ""text"": ""in Obama's final three years as president more jobs were created, a million and a half more jobs, than in the first three years of your presidency"", ""reason_text"": """", ""reason_choices"": [""comparative/temporal"", ""economic""]}]",
20200929_trump_biden,TRUMP,"They had the slowest economic recovery since 1929. It was the slowest recovery. Also, they took over something that was down here. All you had to do is turn on the lights and you pick up a lot. But they had the slowest economic recovery since 1929, and let me tell you about the stock market. When the stock market goes up, that means jobs. It also means 401ks. If you got in, if you ever became president with your ideas, you want to terminate my taxes. I'll tell you what, you'll lose. Half of the companies that have poured in here will leave. And plenty of companies that are already here, they'll leave for other places. [crosstalk] They will leave and you will have a depression, the likes of which you've never seen.",True,"[{""start"": 0, ""end"": 49, ""text"": ""They had the slowest economic recovery since 1929"", ""reason_text"": """", ""reason_choices"": [""ranking"", ""economic""]}, {""start"": 198, ""end"": 247, ""text"": ""they had the slowest economic recovery since 1929"", ""reason_text"": """", ""reason_choices"": [""ranking"", ""economic""]}, {""start"": 293, ""end"": 360, ""text"": ""When the stock market goes up, that means jobs. It also means 401ks"", ""reason_text"": """", ""reason_choices"": [""causation"", ""economic""]}]",
20200929_trump_biden,BIDEN,Look-,False,[],
20200929_trump_biden,WALLACE,Mr. Vice President.,False,[],
20200929_trump_biden,BIDEN,"... we inherited the worst recession, short of a depression in American history. I was asked to bring it back. We were able to have an economic recovery that created the jobs you're talking about. We handed him a booming economy, he blew it.",True,"[{""start"": 4, ""end"": 79, ""text"": ""we inherited the worst recession, short of a depression in American history"", ""reason_text"": """", ""reason_choices"": [""ranking"", ""economic""]}, {""start"": 197, ""end"": 228, ""text"": ""We handed him a booming economy"", ""reason_text"": """", ""reason_choices"": [""vague quantitative"", ""economic""]}]",
20200929_trump_biden,TRUMP,It wasn't blooming.,False,[],
20200929_trump_biden,BIDEN,He blew it.,False,[],
20200929_trump_biden,TRUMP,He was in booming. It was the weakest recovery since 1929.,True,"[{""start"": 26, ""end"": 57, ""text"": ""the weakest recovery since 1929"", ""reason_text"": """", ""reason_choices"": [""ranking""]}]",
20200929_trump_biden,WALLACE,"Wait, wait, is it fair to say he blew it when, in fact-",False,[],
20200929_trump_biden,TRUMP,When COVID came along.,False,[],
20200929_trump_biden,WALLACE,... when there was record low unemployment before COVID.,True,"[{""start"": 9, ""end"": 55, ""text"": ""there was record low unemployment before COVID"", ""reason_text"": """", ""reason_choices"": [""ranking"", ""economic""]}]",
20200929_trump_biden,BIDEN,"Yeah, because what he did, even before COVID, manufacturing went in the hole. Manufacturing went in a hole-",True,"[{""start"": 32, ""end"": 76, ""text"": ""before COVID, manufacturing went in the hole"", ""reason_text"": """", ""reason_choices"": [""other""]}]",
20200929_trump_biden,TRUMP,"Excuse me, Chris, wait.",False,[],
20200929_trump_biden,BIDEN,... number one. Number two-,False,[],
20200929_trump_biden,TRUMP,Chris.,False,[],
20200929_trump_biden,BIDEN,Number three.,False,[],
20200929_trump_biden,TRUMP,"They said it would take... No, you're on number two.",False,[],
20200929_trump_biden,BIDEN,No.,False,[],
20200929_trump_biden,TRUMP,"Chris, Chris. They said it would take-",False,[],
20200929_trump_biden,BIDEN,This guy-,False,[],
20200929_trump_biden,TRUMP,"... a miracle to bring back manufacturing. I brought back 700,000 jobs. They brought back nothing. They gave up on manufacturing.",True,"[{""start"": 43, ""end"": 70, ""text"": ""I brought back 700,000 jobs"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""attribution""]}, {""start"": 72, ""end"": 97, ""text"": ""They brought back nothing"", ""reason_text"": """", ""reason_choices"": [""vague quantitative"", ""attribution""]}]",
20200929_trump_biden,BIDEN,We did not. [crosstalk],False,[],
20200929_trump_biden,TRUMP,... standard fare.,False,[],
20200929_trump_biden,BIDEN,I'm the guy that brought back the automobile industry.,False,[],
20200929_trump_biden,TRUMP,He totally gave up on manufacturing.,False,[],
20200929_trump_biden,WALLACE,"All right, let him-",False,[],
20200929_trump_biden,BIDEN,"I was asked to bring back Chrysler and General Motors. He brought them back right here in the state of Ohio and Michigan. He blew it. They're gone. He blew it. And in fact, they're gone-",False,[],
20200929_trump_biden,TRUMP,Ohio had the best year it's ever had last year. Michigan had the best year they've ever had.,True,"[{""start"": 0, ""end"": 46, ""text"": ""Ohio had the best year it's ever had last year"", ""reason_text"": """", ""reason_choices"": [""ranking""]}, {""start"": 48, ""end"": 91, ""text"": ""Michigan had the best year they've ever had"", ""reason_text"": """", ""reason_choices"": [""ranking""]}]",
20200929_trump_biden,BIDEN,That is not true.,False,[],
20200929_trump_biden,TRUMP,"Many car companies came in from Germany, from Japan, went to Michigan, went to Ohio and they didn't come in with you. [crosstalk].",False,[],
20200929_trump_biden,WALLACE,"Mr. Vice President, go ahead.",False,[],
20200929_trump_biden,BIDEN,And so you take a look at what he's actually done. He's done very little. His trade deals are the same way. He talks about these great trade deals. He talks about the art of the deal. China's perfected the art of the steel. We have a higher deficit with China now than we did before. We have the highest trade deficit-,True,"[{""start"": 224, ""end"": 282, ""text"": ""We have a higher deficit with China now than we did before"", ""reason_text"": """", ""reason_choices"": [""comparative/temporal"", ""economic""]}]",
20200929_trump_biden,TRUMP,China ate your lunch- [crosstalk].,False,[],
20200929_trump_biden,BIDEN,... with Mexico.,False,[],
20200929_trump_biden,TRUMP,"China ate your lunch, Joe. And no wonder your son goes in and, wha--, he takes out billions of dollars. He takes out billions of dollars to manage. He makes millions of dollars. And also, while we're at it, why is it just out of curiosity, the mayor of Moscow's wife gave your son three and a half million dollars?",True,"[{""start"": 70, ""end"": 102, ""text"": ""he takes out billions of dollars"", ""reason_text"": """", ""reason_choices"": [""vague quantitative"", ""conspiratorial"", ""personal life""]}, {""start"": 240, ""end"": 313, ""text"": ""the mayor of Moscow's wife gave your son three and a half million dollars"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""conspiratorial"", ""personal life""]}]",
20200929_trump_biden,BIDEN,That is not true.,False,[],
20200929_trump_biden,TRUMP,What did he do to deserve it? What did he do with Burisma-,False,[],
20200929_trump_biden,BIDEN,None of that is true.,False,[],
20200929_trump_biden,TRUMP,"... to deserve $183,000?",False,[],
20200929_trump_biden,WALLACE,"Sir, you've asked him a question, let him answer it.",False,[],
20200929_trump_biden,BIDEN,None of that is true.,False,[],
20200929_trump_biden,TRUMP,"Oh really, he didn't get three and a half million?",True,"[{""start"": 11, ""end"": 49, ""text"": ""he didn't get three and a half million"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""conspiratorial"", ""personal life""]}]",
20200929_trump_biden,WALLACE,Mr. President-,False,[],
20200929_trump_biden,BIDEN,Is totally-,False,[],
20200929_trump_biden,WALLACE,"Mr. President, please. You've asked a question- [crosstalk]",False,[],
20200929_trump_biden,BIDEN,Totally discredited. Totally discredited. And by the way-,False,[],
20200929_trump_biden,TRUMP,"Well wait, he didn't get three and a half million dollars, Joe?",True,"[{""start"": 11, ""end"": 57, ""text"": ""he didn't get three and a half million dollars"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""conspiratorial"", ""personal life""]}]",
20200929_trump_biden,BIDEN,Mr. Vice-,False,[],
20200929_trump_biden,TRUMP,He got three and a half million dollars-,True,"[{""start"": 0, ""end"": 39, ""text"": ""He got three and a half million dollars"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""conspiratorial"", ""personal life""]}]",
20200929_trump_biden,WALLACE,Mr. President.,False,[],
20200929_trump_biden,TRUMP,... dollars.,False,[],
20200929_trump_biden,BIDEN,That is not true.,False,[],
20200929_trump_biden,TRUMP,"Oh, really?",False,[],
20200929_trump_biden,WALLACE,"Mr. President, it's an open discussion. Please- [crosstalk]",False,[],
20200929_trump_biden,TRUMP,It's a fact.,False,[],
20200929_trump_biden,BIDEN,It is not a fact.,False,[],
20200929_trump_biden,WALLACE,"Well, you have raised an issue, let the Vice President answer.",False,[],
20200929_trump_biden,BIDEN,It's been totally discredited.,True,"[{""start"": 0, ""end"": 29, ""text"": ""It's been totally discredited"", ""reason_text"": ""epistemic claim"", ""reason_choices"": [""epistemic""]}]",
20200929_trump_biden,TRUMP,"Did Burisma pay him 183 thousand a month, with no experience in energy?",True,"[{""start"": 4, ""end"": 40, ""text"": ""Burisma pay him 183 thousand a month"", ""reason_text"": """", ""reason_choices"": [""personal life""]}, {""start"": 47, ""end"": 70, ""text"": ""no experience in energy"", ""reason_text"": """", ""reason_choices"": [""personal life""]}]",
20200929_trump_biden,WALLACE,Mr. President-,False,[],
20200929_trump_biden,BIDEN,My son did nothing wrong at Burisma-,False,[],
20200929_trump_biden,TRUMP,I think he did.,False,[],
20200929_trump_biden,BIDEN,The only guy that. . .,False,[],
20200929_trump_biden,WALLACE,"Mr. President, let him answer. [crosstalk].",False,[],
